0.01,0.0001,2.1785943004567092e-15,14998.103987404527
0.01,0.0002,1.7078362147382968e-14,7497.878244865085
0.01,0.00030000000000000003,5.64561806007971e-14,4997.8023625799915
0.01,0.0004,1.3101550781558864e-13,3747.7640170558548
0.01,0.0005,2.5040478396414363e-13,2997.74062034963
0.01,0.0006000000000000001,4.232157911008707e-13,2497.7247669847134
0.01,0.0007000000000000001,6.56982032679744e-13,2140.570380501795
0.01,0.0008,9.581770925096762e-13,1872.7044211970724
0.01,0.0009000000000000001,1.3322130779455564e-12,1664.3640324388423
0.01,0.001,1.7834387899215163e-12,1497.691587150509
0.01,0.0011,2.3151382605853733e-12,1361.32308632937
0.01,0.0012000000000000001,2.9295288489615738e-12,1247.6825749427526
0.01,0.0013000000000000002,3.627760122987934e-12,1151.5250782156156
0.01,0.0014000000000000002,4.4099112900471186e-12,1069.1042804364413
0.01,0.0015,5.2749901122320835e-12,997.6728503890151
0.01,0.0016,6.2209316612516746e-12,935.1702438743894
0.01,0.0017000000000000001,7.2445953937402354e-12,880.0208119886383
0.01,0.0018000000000000002,8.341764451315902e-12,830.9990230515721
0.01,0.0019000000000000002,9.507143269822448e-12,787.1373687320483
0.01,0.002,1.0734357471041904e-11,747.6617934030335
0.01,0.0021,1.2015949220924632e-11,711.9457448585471
0.01,0.0022,1.3343378122569356e-11,679.4765547676614
0.01,0.0023,1.4707018425721757e-11,649.8307192824241
0.01,0.0024,1.609615759844616e-11,622.6553152499603
0.01,0.0025,1.749899400795012e-11,597.6538951553687
0.01,0.0026,1.890263518611066e-11,574.5756233327949
0.01,0.0027,2.0293097914006527e-11,553.2068027176783
0.01,0.0028,2.165530389369823e-11,533.3642813963953
0.01,0.0029,2.2973079193911482e-11,514.8901676599396
0.01,0.003,2.422915132114825e-11,497.64763238551274
0.01,0.0031,2.5405151829544745e-11,481.517467911147
0.01,0.0032,2.6481606951067865e-11,466.3954085388734
0.01,0.0033,2.7437941755784503e-11,452.1898097036547
0.01,0.0034,2.825247849112276e-11,438.8197940477088
0.01,0.0035,2.8902430945021657e-11,426.2137431910653
0.01,0.0036,2.9363903063931045e-11,414.30800674444663
0.01,0.0037,2.9611892568244416e-11,403.04578828593117
0.01,0.0038,2.9620282492212465e-11,392.3762885116654
0.01,0.0039,2.936184266798728e-11,382.2539144255758
0.01,0.004,2.8808227623617357e-11,372.63763031007045
0.01,0.0041,2.792997339479509e-11,363.4904104722618
0.01,0.004200000000000001,2.6696498603262255e-11,354.7787437022892
0.01,0.004300000000000001,2.507609920229961e-11,346.47224513908935
0.01,0.0044,2.3035948218525123e-11,338.54329200564854
0.01,0.0045000000000000005,2.054209428669125e-11,330.9667138446777
0.01,0.004600000000000001,1.7559459502157604e-11,323.71952655725016
0.01,0.0047,1.4051836430808185e-11,316.78070916931324
0.01,0.0048000000000000004,9.98188780411161e-12,310.1309871128305
0.01,0.004900000000000001,5.311143671299133e-12,303.7526624423186
0.01,0.0051,-5.9922835537283026e-12,291.7463440492235
0.01,0.005200000000000001,-1.2707585553351973e-11,286.08949039885164
0.01,0.005300000000000001,-2.0188924603310202e-11,280.64608311189494
0.01,0.0054,-2.8480461218440518e-11,275.404264427487
