# YinZoutCoef_1_2_1_bothPrecision.csv
# fmH: 1.0, fpH: 1.0, method: both, nCoefH: 6, nCoefInf: 10, xH: 1.*10^-12, 
# J/M^2 | omega*rp | RE(Zin/Zhole) | IM(Zin/Zhole) | RE(Zout/Zhole) | IM(Zout/Zhole) 
0.9999,0.0015,-4.9041920352256e13,-9.7931875677184e13,7.931445069808796e7,1.4396635270259687e8
0.9999,0.003,-5.41985419464e11,-6.841847162496e12,6.135341397497652e6,4.076114602172344e7
0.9999,0.0045000000000000005,4.07695063864e11,-1.296631986256e12,-3.765050212814499e6,1.7986745743752595e7
0.9999,0.006,2.73566944668e11,-3.33260144036e11,-5.5349942612191085e6,8.767324158933586e6
0.9999,0.0075,1.5525034787e11,-8.5110860825e10,-5.298164267125867e6,4.0284359604908703e6
0.9999,0.009000000000000001,8.4979149753e10,-1.0252686791e10,-4.439766365254684e6,1.33397061874711e6
0.9999,0.0105,4.4749111881e10,1.1945468198e10,-3.4083587577436776e6,-228251.51030494017
0.9999,0.012,2.1807067852e10,1.628337561575e10,-2.3885133451643917e6,-1.0841090413724976e6
0.9999,0.0135,8.8910480010625e9,1.452666252675e10,-1.4692983490579529e6,-1.4701913857875501e6
0.9999,0.015,1.8880076105e9,1.1040782320375e10,-696341.987532126,-1.5381769101400543e6
0.9999,0.0165,-1.6002838320625e9,7.49967077325e9,-90579.32003544288,-1.3964619164434355e6
0.9999,0.018000000000000002,-3.0175030308125e9,4.51089993246875e9,343819.8334480744,-1.1279694580487083e6
0.9999,0.0195,-3.2548114841875e9,2.2368136065078125e9,615211.2680080412,-797960.453467427
0.9999,0.021,-2.86990353490625e9,6.51399181765625e8,741437.7501130026,-457448.27380903804
0.9999,0.0225,-2.2112163385625e9,-3.4670294259375e8,747113.4802347568,-144738.34787397974
0.9999,0.024,-1.4915425661171875e9,-8.820969158125e8,660975.9749867866,113683.2947759289
0.9999,0.025500000000000002,-8.33730148984375e8,-1.077929182765625e9,513307.5313586355,302301.40867669974
0.9999,0.027,-3.0041021434765625e8,-1.044248654578125e9,333533.1687628749,415475.9513369817
0.9999,0.0285,8.5798126421875e7,-8.72978050328125e8,148132.708988251,456002.5429038434
0.9999,0.03,3.28044440171875e8,-6.364453437734375e8,-21005.09053798899,433350.7397716935
0.9999,0.0315,4.4495411946875e8,-3.8794379750390625e8,-157691.8861029116,361676.4034351043
0.9999,0.033,4.63121670875e8,-1.6348652817578125e8,-251964.71793213265,257746.73818911344
0.9999,0.0345,4.116893921640625e8,1.574896338671875e7,-300030.5214761109,138932.86380060675
0.9999,0.036000000000000004,3.1856256829296875e8,1.4062825651953125e8,-303684.430595665,21419.387576027366
0.9999,0.0375,2.079458514609375e8,2.1117302706640625e8,-269299.51242735476,-81242.51289795918
0.9999,0.039,9.895344964648438e7,2.337760455078125e8,-206517.77276599716,-159147.9720424301
0.9999,0.0405,5.079538041015625e6,2.18669131640625e8,-126790.50291376287,-206570.75704380785
0.9999,0.042,-6.5667102126953125e7,1.77753327890625e8,-41919.098295766526,-222015.2824544186
0.9999,0.043500000000000004,-1.1014781378125e8,1.2286014838183594e8,37264.20128778425,-207833.05953340745
0.9999,0.045,-1.2916851288671875e8,6.44740040234375e7,101960.72634233176,-169486.01217284225
0.9999,0.0465,-1.2639726576855469e8,1.0910367224609375e7,146134.25593947124,-114566.46426266985
0.9999,0.048,-1.072567572220459e8,-3.208638105859375e7,166863.63871368038,-51698.39174003864
0.9999,0.0495,-7.789780550439453e7,-6.138539949707031e7,164319.76411658176,10554.104538770494
0.9999,0.051000000000000004,-4.433176178125e7,-7.62285128046875e7,141405.88261283762,64656.598616796895
0.9999,0.0525,-1.1770599998046875e7,-7.779070049414062e7,103131.94709000306,104860.25999597671
0.9999,0.054,1.58043411015625e7,-6.86271737244873e7,55815.7210300508,127682.03484248447
0.9999,0.0555,3.584875934082031e7,-5.2085953146972656e7,6214.150138435696,132081.811860652
0.9999,0.057,4.726098585644531e7,-3.1752975361328125e7,-39312.511764211085,119344.26359980705
0.9999,0.0585,5.0225541044677734e7,-1.0981113900390625e7,-75513.25215884803,92704.66105244857
0.9999,0.06,4.594217798754883e7,7.4631773251953125e6,-98765.82235609446,56783.0277454444
0.9999,0.0615,3.629082281274414e7,2.1619719634277344e7,-107360.52292041472,16907.231808735472
0.9999,0.063,2.3480459856933594e7,3.042148082397461e7,-101535.32405653124,-21588.202009941782
0.9999,0.0645,9.723347667480469e6,3.366266279394531e7,-83278.51332773223,-54004.68604648911
0.9999,0.066,-3.0337395405273438e6,3.1872272486328125e7,-55940.334646013216,-76793.62434393416
0.9999,0.0675,-1.330089611303711e7,2.6123470814453125e7,-23713.9259622511,-87891.92372874221
0.9999,0.069,-2.0150417178955078e7,1.7810965192138672e7,8943.440578832993,-86853.2278551961
0.9999,0.07050000000000001,-2.3238174127563477e7,8.427028625732422e6,37875.96788334171,-74774.72569531837
0.9999,0.07200000000000001,-2.2752046042419434e7,-637939.1008300781,59715.61902151203,-54043.29007491072
0.9999,0.0735,-1.930483640991211e7,-8.251116409667969e6,72236.81428705296,-27944.284529416735
0.9999,0.075,-1.3792686430664062e7,-1.363786257836914e7,74546.38049119839,-189.64364830538761
0.9999,0.0765,-7.2407759326171875e6,-1.6423774108520508e7,67097.36662261595,25572.38131745218
0.9999,0.078,-656359.4838867188,-1.6621928537719727e7,51537.08941066711,46205.344451036966
0.9999,0.0795,5.094533047363281e6,-1.4574806562011719e7,30418.948422893318,59439.09031251287
