0.2,0.001,4.5457894568617734e-11,11752.931603973133+8795.632538687643*I
0.2,0.005,5.50424675993247e-9,2057.7799034603545+2244.7127124626795*I
0.2,0.009000000000000001,3.1053829506135025e-8,1082.5957708219373+1384.4214056233036*I
0.2,0.013000000000000001,9.039612995747014e-8,724.9988335299987+1038.0058906768043*I
0.2,0.017,1.949158576462372e-7,542.3337098781349+851.437136892783*I
0.2,0.021,3.5358352576251123e-7,432.7048859535461+736.1088421211847*I
0.2,0.025,5.728301778054213e-7,360.3215029754758+659.1654562566084*I
0.2,0.029,8.564357316938239e-7,309.4627363497754+605.5969477280786*I
0.2,0.033,1.205321671643245e-6,272.1817111391834+567.6360145417088*I
0.2,0.037000000000000005,1.617423128370574e-6,244.0529478647264+540.9071736177538*I
0.2,0.041,2.087497100588419e-6,222.43844836452027+522.8390920439612*I
0.2,0.045,2.606792633404816e-6,205.6899390909891+511.9348402566056*I
0.2,0.049,3.1629744093719087e-6,192.7502157067401+507.3781915919556*I
0.2,0.053000000000000005,3.7396640224629515e-6,182.94239668931564+508.8860202622252*I
0.2,0.057,4.316260694199375e-6,175.85776083979664+516.6349390103522*I
0.2,0.061,4.867634170817545e-6,171.3018355667606+531.2981061274658*I
0.2,0.065,5.363663192457902e-6,169.28264305997396+554.1939749864964*I
0.2,0.069,5.768784826695292e-6,170.04331533832627+587.5951920001763*I
0.2,0.07300000000000001,6.041781527264482e-6,174.1638623933247+635.3362240705408*I
0.2,0.077,6.1351953003519825e-6,182.7930448980654+704.1173078936104*I
0.2,0.081,5.994647184644366e-6,198.19449185526398+806.4741030383815*I
0.2,0.085,5.558567561369764e-6,225.19221623735118+968.4757776212801*I
0.2,0.089,4.758010751484844e-6,275.80413048491494+1254.2144154755122*I
0.2,0.093,3.5134297739819255e-6,389.5713117773138+1874.948766316059*I
0.2,0.097,1.7380907304593017e-6,817.5689738627731+4168.034044501321*I
0.2,0.101,-6.655501250159577e-7,-2206.8324264324883-11928.981942779119*I
0.2,0.10500000000000001,-3.8059531967940647e-6,-397.1785205035143-2278.874784396146*I
0.2,0.109,-7.803399396549795e-6,-198.54825894081404-1210.674470621097*I
0.2,0.113,-0.00001279096687964242,-123.64909436109645-802.3415987418693*I
0.2,0.117,-0.000018915586118740796,-85.01422556076902-587.9021505898927*I
0.2,0.121,-0.000026339178133433073,-61.83236175069474-456.4291343829387*I
0.2,0.125,-0.00003523988306943112,-46.621349570121225-368.0024333093272*I
0.2,0.129,-0.000045813384208793805,-36.034292584441054-304.7367709042079*I
0.2,0.133,-0.00005827433525949252,-28.352365579416837-257.4259734286339*I
0.2,0.137,-0.0000728578986609702,-22.604068984392747-220.85061075556033*I
0.2,0.14100000000000001,-0.00008980873387604642,-18.193970941828923-191.84676670981563*I
0.2,0.14500000000000002,-0.00010944610109783091,-14.763220933238754-168.32709910890338*I
0.2,0.149,-0.00013203913912159765,-12.041173258977736-148.9600710882826*I
0.2,0.153,-0.0001579129523597651,-9.854953572561802-132.78422473040368*I
0.2,0.157,-0.00018750054121145201,-8.093806181513655-119.08326045575397*I
0.2,0.161,-0.00022113177424777118,-6.6535455882748185-107.38182150093974*I
0.2,0.165,-0.0002592620348251807,-5.471154443961897-97.29053974751169*I
0.2,0.169,-0.00030236185046057817,-4.495467747983315-88.51897557399023*I
0.2,0.17300000000000001,-0.0003509425706607151,-3.6870976167954157-80.84120163318306*I
0.2,0.177,-0.000405559352584049,-3.0153304487560066-74.07897840500272*I
0.2,0.181,-0.0004668146831713485,-2.4559234977330675-68.08988675372245*I
0.2,0.185,-0.0005353619188696515,-1.9895378365684142-62.7588461389083*I
0.2,0.189,-0.0006119091788066492,-1.6006055514270567-57.99191661014373*I
0.2,0.193,-0.0006972747003118657,-1.2680392200349755-53.7099353544544*I
0.2,0.197,-0.0007921351384707594,-1.0068445684271565-49.85393698162593*I
0.2,0.201,-0.000897610838009045,-0.775651017931305-46.363149840622164*I
0.2,0.20500000000000002,-0.0010144947585116874,-0.5913636807198389-43.197348448538264*I
0.2,0.20900000000000002,-0.0011438966528991219,-0.4400783140927639-40.31633378140746*I
0.2,0.213,-0.001286948635787022,-0.3169853149666216-37.68729925535871*I
0.2,0.217,-0.0014447731778023899,-0.22321944824468656-35.283268874287494*I
0.2,0.221,-0.001618891101314974,-0.14393567503066457-33.07736658546902*I
0.2,0.225,-0.001810775137734757,-0.07693983918137964-31.048674331186707*I
0.2,0.229,-0.0020215337121944456,-0.035240126371749635-29.182499022018714*I
0.2,0.233,-0.0022534263030909852,0.0033926632138544005-27.458123969271796*I
0.2,0.23700000000000002,-0.0025077601014449973,0.02627184579452182-25.86491619383434*I
0.2,0.241,-0.002786401411353309,0.03590421475013701-24.390295279081162*I
0.2,0.245,-0.003091819009131804,0.04179781529882967-23.021398268117153*I
0.2,0.249,-0.003426039989087284,0.040912773646123536-21.749534259072394*I
0.2,0.253,-0.0037914501606402438,0.03427067244154389-20.566087105305385*I
0.2,0.257,-0.004190612542478908,0.022756742099925547-19.463372244153575*I
0.2,0.261,-0.0046262777135530585,0.007136736751853621-18.43452015962722*I
0.2,0.265,-0.005100579604358836,-0.011170442499097015-17.47477189975598*I
0.2,0.269,-0.005619133974357331,-0.033842488398623215-16.574391512491207*I
0.2,0.273,-0.0061828796795254,-0.05812035696319341-15.732593276283602*I
0.2,0.277,-0.006796264173280883,-0.08431813572960338-14.943475524304434*I
0.2,0.281,-0.007463172133022028,-0.11205481251434711-14.202965490860226*I
